age, education-num, marital-status, relationship, race, hours-per-week, sex
47,9, Married-civ-spouse, Husband, White,40, Male
37,10, Married-civ-spouse, Husband, White,40, Male
37,11, Married-civ-spouse, Husband, White,48, Male
26,9, Divorced, Not-in-family, White,40, Male
18,9, Never-married, Own-child, White,40, Male
55,10, Married-civ-spouse, Husband, White,45, Male
47,12, Married-civ-spouse, Husband, White,50, Male
59,9, Separated, Unmarried, Amer-Indian-Eskimo,40, Female
70,9, Widowed, Unmarried, White,5, Female
53,9, Married-civ-spouse, Husband, White,40, Male
39,9, Divorced, Unmarried, White,40, Female
38,5, Married-civ-spouse, Husband, White,40, Male
33,10, Separated, Unmarried, White,50, Female
19,10, Never-married, Own-child, White,40, Male
28,9, Never-married, Not-in-family, White,40, Male
74,6, Divorced, Not-in-family, White,1, Female
40,13, Married-civ-spouse, Husband, White,40, Male
35,11, Divorced, Not-in-family, White,40, Male
35,9, Divorced, Not-in-family, White,50, Male
41,10, Married-civ-spouse, Husband, White,40, Male
38,10, Never-married, Not-in-family, White,50, Male
29,6, Married-civ-spouse, Husband, White,35, Male
46,9, Married-civ-spouse, Husband, White,50, Male
46,9, Divorced, Not-in-family, White,40, Female
40,13, Married-civ-spouse, Husband, White,60, Male
29,13, Married-civ-spouse, Husband, White,40, Male
39,12, Married-civ-spouse, Husband, Black,60, Male
31,9, Never-married, Own-child, White,60, Male
50,14, Divorced, Not-in-family, White,70, Female
31,13, Never-married, Not-in-family, White,40, Female
27,10, Married-civ-spouse, Husband, White,45, Male
27,10, Never-married, Not-in-family, Black,25, Male
28,13, Never-married, Not-in-family, White,20, Female
21,9, Never-married, Own-child, Black,30, Female
57,13, Divorced, Not-in-family, White,40, Male
56,14, Divorced, Not-in-family, White,40, Female
22,9, Never-married, Not-in-family, White,40, Female
48,1, Separated, Unmarried, White,40, Female
36,10, Divorced, Unmarried, Asian-Pac-Islander,55, Male
51,8, Married-civ-spouse, Husband, White,40, Male
39,12, Never-married, Not-in-family, White,48, Male
43,9, Married-civ-spouse, Husband, White,70, Male
38,14, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
51,9, Married-civ-spouse, Husband, White,40, Male
43,9, Married-civ-spouse, Husband, White,40, Male
44,14, Married-civ-spouse, Husband, White,40, Male
35,9, Divorced, Unmarried, White,50, Female
40,9, Married-civ-spouse, Husband, White,40, Male
39,6, Separated, Own-child, Black,12, Female
47,4, Married-civ-spouse, Husband, White,40, Male
23,1, Never-married, Own-child, White,15, Female
26,7, Married-civ-spouse, Husband, White,40, Male
25,9, Never-married, Own-child, Black,40, Female
29,10, Separated, Not-in-family, Black,42, Male
30,9, Never-married, Not-in-family, White,45, Male
57,13, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
37,11, Married-civ-spouse, Husband, White,40, Male
39,13, Married-civ-spouse, Husband, White,48, Male
37,14, Never-married, Not-in-family, White,40, Female
45,9, Married-civ-spouse, Husband, White,40, Male
21,10, Never-married, Own-child, White,16, Female
25,10, Married-civ-spouse, Wife, Black,40, Female
61,9, Widowed, Unmarried, Amer-Indian-Eskimo,40, Female
59,9, Married-civ-spouse, Husband, White,15, Male
28,9, Never-married, Own-child, White,40, Male
24,10, Never-married, Unmarried, White,40, Female
47,9, Married-civ-spouse, Husband, White,40, Male
29,9, Married-AF-spouse, Husband, White,80, Male
49,5, Divorced, Not-in-family, White,20, Female
41,13, Divorced, Unmarried, White,35, Female
33,10, Never-married, Not-in-family, Black,40, Female
20,10, Never-married, Own-child, White,40, Male
40,16, Married-civ-spouse, Wife, White,20, Female
32,10, Divorced, Not-in-family, White,16, Male
48,13, Divorced, Not-in-family, Black,40, Male
24,10, Never-married, Own-child, White,40, Female
50,11, Married-civ-spouse, Husband, White,38, Male
31,9, Never-married, Other-relative, Asian-Pac-Islander,40, Male
23,11, Married-civ-spouse, Husband, White,55, Male
35,9, Married-civ-spouse, Husband, White,40, Male
50,9, Married-civ-spouse, Husband, White,40, Male
39,5, Divorced, Not-in-family, White,50, Male
52,4, Married-civ-spouse, Husband, White,48, Male
44,9, Married-civ-spouse, Husband, White,80, Male
43,13, Married-civ-spouse, Husband, White,50, Male
39,9, Married-civ-spouse, Husband, White,40, Male
33,4, Never-married, Not-in-family, White,40, Male
31,14, Never-married, Not-in-family, White,40, Male
40,10, Married-civ-spouse, Wife, White,40, Female
28,15, Married-civ-spouse, Husband, White,40, Male
19,8, Never-married, Not-in-family, Asian-Pac-Islander,25, Female
35,11, Married-civ-spouse, Husband, White,50, Male
44,13, Married-civ-spouse, Husband, White,60, Male
40,13, Married-civ-spouse, Husband, White,40, Male
20,10, Never-married, Own-child, White,35, Female
55,9, Divorced, Unmarried, Black,48, Male
30,4, Separated, Not-in-family, White,35, Male
38,9, Married-civ-spouse, Husband, White,55, Male
75,9, Married-civ-spouse, Husband, White,20, Male
17,7, Never-married, Own-child, White,15, Male
79,14, Married-civ-spouse, Husband, White,40, Male
20,10, Never-married, Own-child, White,30, Male
25,12, Never-married, Not-in-family, White,30, Male
27,13, Married-civ-spouse, Husband, White,45, Male
19,10, Never-married, Own-child, White,20, Female
21,10, Married-civ-spouse, Wife, Amer-Indian-Eskimo,40, Female
19,10, Never-married, Own-child, White,20, Male
42,10, Never-married, Not-in-family, White,40, Male
28,6, Married-civ-spouse, Husband, White,36, Male
47,10, Married-civ-spouse, Husband, White,40, Male
59,10, Divorced, Unmarried, White,32, Female
50,9, Married-civ-spouse, Husband, White,40, Male
48,9, Married-civ-spouse, Husband, White,80, Male
33,9, Married-civ-spouse, Husband, White,40, Male
27,12, Never-married, Not-in-family, White,40, Female
45,16, Never-married, Not-in-family, White,30, Male
24,4, Never-married, Own-child, White,40, Male
31,9, Married-civ-spouse, Wife, White,40, Female
24,3, Never-married, Other-relative, Black,40, Male
29,9, Never-married, Not-in-family, White,40, Male
24,9, Never-married, Own-child, White,30, Male
24,13, Never-married, Not-in-family, White,30, Female
28,10, Never-married, Not-in-family, Black,45, Female
63,9, Married-civ-spouse, Husband, White,40, Male
36,10, Married-civ-spouse, Husband, White,50, Male
58,4, Married-civ-spouse, Husband, White,40, Male
51,10, Divorced, Not-in-family, White,36, Female
42,10, Married-civ-spouse, Husband, White,50, Male
39,10, Married-civ-spouse, Husband, White,40, Male
26,13, Never-married, Own-child, Asian-Pac-Islander,40, Female
39,10, Never-married, Not-in-family, White,40, Male
28,13, Never-married, Not-in-family, White,45, Male
51,13, Married-civ-spouse, Husband, Amer-Indian-Eskimo,40, Male
45,13, Married-spouse-absent, Unmarried, White,40, Male
45,11, Married-civ-spouse, Husband, White,40, Male
23,13, Never-married, Not-in-family, White,40, Female
38,10, Never-married, Not-in-family, White,40, Male
38,7, Married-spouse-absent, Own-child, White,36, Male
39,10, Married-civ-spouse, Husband, White,40, Male
52,11, Never-married, Not-in-family, White,50, Male
17,8, Never-married, Own-child, White,6, Female
31,13, Married-civ-spouse, Husband, White,50, Male
22,9, Never-married, Own-child, Black,24, Male
47,9, Divorced, Unmarried, White,38, Female
28,10, Never-married, Not-in-family, White,40, Female
30,9, Never-married, Unmarried, Black,40, Female
41,9, Married-civ-spouse, Husband, White,50, Male
29,14, Never-married, Not-in-family, Black,42, Male
42,15, Divorced, Unmarried, White,60, Male
52,10, Married-civ-spouse, Husband, White,40, Male
35,13, Never-married, Not-in-family, White,40, Female
28,12, Never-married, Own-child, White,40, Female
46,14, Married-civ-spouse, Husband, White,46, Male
21,10, Never-married, Own-child, White,40, Female
45,9, Married-spouse-absent, Unmarried, Black,40, Female
21,9, Never-married, Own-child, White,40, Male
74,6, Married-civ-spouse, Husband, White,20, Male
29,9, Married-civ-spouse, Other-relative, White,40, Male
39,9, Divorced, Unmarried, White,40, Female
44,10, Married-civ-spouse, Husband, White,45, Male
23,13, Never-married, Not-in-family, White,40, Male
32,12, Divorced, Not-in-family, Black,40, Female
61,6, Divorced, Not-in-family, White,40, Female
43,9, Divorced, Not-in-family, White,30, Female
23,1, Never-married, Not-in-family, Asian-Pac-Islander,40, Female
18,10, Never-married, Own-child, White,38, Female
38,9, Married-civ-spouse, Husband, White,40, Male
33,13, Separated, Not-in-family, White,35, Male
19,10, Never-married, Own-child, Asian-Pac-Islander,35, Female
23,10, Never-married, Not-in-family, White,40, Male
37,9, Divorced, Own-child, White,45, Male
25,9, Never-married, Own-child, White,40, Male
36,9, Divorced, Unmarried, White,43, Male
45,8, Married-civ-spouse, Wife, Black,40, Female
32,13, Never-married, Not-in-family, White,48, Female
65,7, Divorced, Not-in-family, Asian-Pac-Islander,15, Female
18,7, Never-married, Own-child, White,40, Male
25,9, Never-married, Unmarried, White,40, Male
29,14, Never-married, Not-in-family, White,65, Male
53,10, Married-civ-spouse, Husband, White,40, Male
33,16, Married-civ-spouse, Husband, White,60, Male
27,13, Never-married, Not-in-family, White,45, Male
24,9, Married-civ-spouse, Husband, White,40, Male
54,4, Married-civ-spouse, Husband, White,50, Male
23,10, Never-married, Not-in-family, White,30, Female
45,11, Widowed, Not-in-family, Asian-Pac-Islander,40, Female
36,10, Married-civ-spouse, Wife, White,35, Female
36,7, Married-civ-spouse, Husband, White,40, Male
44,14, Never-married, Not-in-family, White,40, Female
24,9, Never-married, Unmarried, Black,40, Male
39,10, Divorced, Own-child, White,70, Male
50,9, Married-spouse-absent, Unmarried, White,40, Female
38,9, Married-civ-spouse, Wife, White,40, Female
58,13, Widowed, Unmarried, White,40, Female
44,9, Married-civ-spouse, Husband, Black,48, Male
24,13, Never-married, Own-child, Asian-Pac-Islander,55, Male
52,9, Married-civ-spouse, Husband, White,40, Male
46,13, Divorced, Not-in-family, White,40, Male
50,16, Married-civ-spouse, Husband, White,60, Male
34,12, Married-civ-spouse, Husband, White,44, Male
40,12, Never-married, Not-in-family, Black,40, Male
53,13, Divorced, Unmarried, White,40, Female
24,9, Never-married, Own-child, White,40, Female
58,13, Married-civ-spouse, Husband, White,70, Male
26,10, Married-civ-spouse, Husband, White,45, Male
22,12, Never-married, Own-child, White,40, Male
36,9, Married-civ-spouse, Husband, White,40, Male
78,12, Widowed, Not-in-family, White,4, Female
36,13, Married-civ-spouse, Husband, White,45, Male
43,13, Married-civ-spouse, Wife, White,28, Female
60,4, Married-civ-spouse, Husband, White,40, Male
49,14, Married-civ-spouse, Husband, White,40, Male
50,4, Married-civ-spouse, Husband, White,63, Male
34,4, Never-married, Unmarried, Black,10, Male
46,10, Married-civ-spouse, Husband, White,40, Male
46,13, Married-civ-spouse, Husband, Black,40, Male
69,9, Married-civ-spouse, Husband, White,20, Male
32,6, Married-civ-spouse, Husband, White,40, Male
40,13, Never-married, Not-in-family, White,50, Male
61,3, Married-civ-spouse, Husband, White,45, Male
56,10, Married-civ-spouse, Husband, White,40, Male
47,9, Married-civ-spouse, Husband, White,40, Male
29,9, Married-civ-spouse, Husband, Black,40, Male
37,9, Married-civ-spouse, Husband, White,46, Male
51,15, Never-married, Not-in-family, White,50, Female
44,14, Married-civ-spouse, Husband, White,40, Male
33,9, Separated, Unmarried, White,40, Female
51,15, Divorced, Not-in-family, White,80, Male
24,11, Married-civ-spouse, Husband, White,40, Male
37,11, Never-married, Own-child, White,40, Female
40,10, Divorced, Not-in-family, White,40, Male
34,14, Never-married, Own-child, White,40, Male
61,13, Divorced, Unmarried, White,40, Female
56,9, Married-civ-spouse, Husband, White,40, Male
69,7, Widowed, Not-in-family, White,20, Female
41,11, Divorced, Unmarried, White,10, Female
40,9, Married-civ-spouse, Husband, White,40, Male
57,10, Never-married, Own-child, Black,40, Male
26,13, Married-civ-spouse, Husband, White,55, Male
53,9, Married-civ-spouse, Husband, White,46, Male
90,4, Separated, Not-in-family, White,15, Female
39,13, Divorced, Not-in-family, White,55, Male
51,13, Widowed, Not-in-family, White,40, Female
56,13, Married-civ-spouse, Husband, White,40, Male
51,6, Separated, Unmarried, Black,40, Female
17,8, Never-married, Own-child, White,20, Male
42,10, Divorced, Not-in-family, White,50, Female
42,10, Divorced, Own-child, White,40, Female
29,15, Never-married, Unmarried, White,45, Male
33,13, Married-civ-spouse, Husband, White,40, Male
47,15, Married-civ-spouse, Husband, White,60, Male
43,10, Divorced, Not-in-family, White,40, Male
64,15, Married-civ-spouse, Husband, White,9, Male
40,9, Divorced, Not-in-family, White,60, Male
21,3, Never-married, Not-in-family, White,40, Male
31,10, Married-civ-spouse, Husband, White,40, Male
60,11, Widowed, Unmarried, Asian-Pac-Islander,40, Female
32,8, Married-civ-spouse, Husband, White,40, Male
66,13, Married-civ-spouse, Husband, White,20, Male
27,9, Never-married, Own-child, Black,20, Male
40,9, Married-civ-spouse, Wife, White,40, Female
27,9, Married-civ-spouse, Wife, White,40, Female
18,10, Never-married, Own-child, White,30, Male
43,9, Separated, Not-in-family, Black,40, Female
52,9, Married-civ-spouse, Husband, White,48, Male
31,9, Never-married, Not-in-family, White,85, Male
28,9, Married-civ-spouse, Husband, White,60, Male
44,14, Never-married, Not-in-family, White,35, Female
37,10, Married-civ-spouse, Husband, White,84, Male
35,13, Married-civ-spouse, Husband, White,50, Male
42,5, Separated, Unmarried, Black,40, Male
18,6, Never-married, Own-child, Black,10, Male
46,14, Married-civ-spouse, Husband, White,60, Male
54,9, Married-civ-spouse, Husband, White,40, Male
54,9, Married-civ-spouse, Husband, White,50, Male
56,10, Divorced, Not-in-family, White,45, Female
27,10, Never-married, Unmarried, White,50, Male
26,13, Never-married, Own-child, White,40, Female
41,10, Married-civ-spouse, Husband, White,40, Male
41,9, Married-civ-spouse, Husband, White,40, Male
32,10, Divorced, Unmarried, White,40, Female
18,9, Never-married, Own-child, White,30, Female
36,9, Married-civ-spouse, Husband, White,65, Male
37,6, Never-married, Not-in-family, White,40, Male
31,3, Never-married, Own-child, White,25, Male
46,13, Married-civ-spouse, Husband, White,51, Male
24,9, Divorced, Not-in-family, White,40, Male
25,13, Never-married, Own-child, Asian-Pac-Islander,35, Male
55,3, Married-civ-spouse, Husband, White,50, Male
64,9, Widowed, Not-in-family, White,40, Male
30,13, Never-married, Not-in-family, White,40, Female
65,14, Never-married, Not-in-family, White,99, Male
46,13, Divorced, Not-in-family, White,40, Male
45,14, Married-civ-spouse, Husband, White,60, Male
18,10, Never-married, Own-child, White,25, Female
32,13, Married-civ-spouse, Husband, White,40, Male
38,13, Married-civ-spouse, Wife, Other,50, Female
34,16, Married-civ-spouse, Husband, White,45, Male
35,9, Married-civ-spouse, Husband, White,40, Male
26,9, Never-married, Own-child, White,40, Male
24,10, Never-married, Other-relative, White,35, Male
45,9, Married-civ-spouse, Husband, White,80, Male
36,6, Never-married, Not-in-family, White,34, Female
44,4, Married-civ-spouse, Husband, Other,40, Male
23,10, Never-married, Not-in-family, White,60, Female
57,9, Married-civ-spouse, Husband, White,55, Male
41,10, Married-civ-spouse, Husband, White,60, Male
20,9, Married-civ-spouse, Husband, Black,30, Male
32,10, Married-civ-spouse, Husband, White,36, Male
60,9, Married-civ-spouse, Wife, White,40, Female
38,13, Never-married, Not-in-family, White,20, Female
29,9, Never-married, Not-in-family, White,45, Female
22,9, Never-married, Own-child, White,40, Male
21,10, Never-married, Own-child, Asian-Pac-Islander,30, Male
40,9, Married-civ-spouse, Other-relative, White,40, Male
59,10, Married-civ-spouse, Husband, White,45, Male
45,14, Divorced, Not-in-family, White,45, Male
76,9, Widowed, Not-in-family, White,13, Female
45,13, Married-civ-spouse, Husband, White,40, Male
49,14, Separated, Unmarried, White,70, Female
36,11, Never-married, Not-in-family, Black,60, Female
22,7, Never-married, Own-child, White,35, Male
47,11, Divorced, Unmarried, White,44, Female
26,9, Married-AF-spouse, Husband, White,55, Male
21,10, Divorced, Own-child, White,40, Male
27,9, Never-married, Own-child, White,15, Female
26,13, Never-married, Not-in-family, White,40, Male
20,11, Never-married, Own-child, White,25, Female
31,14, Never-married, Not-in-family, White,45, Male
57,14, Divorced, Unmarried, Black,40, Female
39,7, Divorced, Other-relative, White,40, Female
36,12, Never-married, Not-in-family, Black,40, Male
66,10, Married-civ-spouse, Husband, White,45, Male
34,10, Married-civ-spouse, Husband, White,40, Male
80,9, Married-civ-spouse, Husband, White,25, Male
21,9, Never-married, Other-relative, White,40, Female
40,13, Married-civ-spouse, Husband, White,32, Male
49,12, Divorced, Not-in-family, White,30, Female
48,10, Divorced, Not-in-family, White,60, Female
19,10, Never-married, Not-in-family, White,24, Male
42,7, Married-civ-spouse, Husband, Black,40, Male
59,9, Married-civ-spouse, Husband, White,45, Male
63,10, Divorced, Not-in-family, White,40, Female
26,9, Never-married, Other-relative, White,40, Male
41,5, Divorced, Other-relative, White,35, Female
42,10, Married-civ-spouse, Husband, White,40, Male
19,9, Never-married, Own-child, White,20, Male
45,7, Married-civ-spouse, Wife, White,25, Female
47,9, Married-civ-spouse, Wife, White,30, Female
47,9, Divorced, Not-in-family, White,40, Female
34,11, Married-civ-spouse, Husband, White,40, Male
49,13, Married-civ-spouse, Husband, White,40, Male
36,9, Divorced, Not-in-family, White,40, Male
53,9, Widowed, Unmarried, White,40, Male
21,10, Never-married, Not-in-family, White,45, Male
39,9, Divorced, Not-in-family, White,40, Male
52,11, Married-civ-spouse, Husband, White,40, Male
18,10, Never-married, Own-child, White,35, Female
59,11, Never-married, Not-in-family, Asian-Pac-Islander,40, Male
50,9, Married-civ-spouse, Husband, White,50, Male
31,13, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
52,10, Married-civ-spouse, Wife, White,40, Female
41,10, Married-civ-spouse, Husband, White,40, Male
45,12, Widowed, Unmarried, White,40, Male
54,14, Divorced, Not-in-family, White,40, Female
22,9, Never-married, Not-in-family, White,25, Male
50,9, Married-civ-spouse, Husband, White,40, Male
20,12, Never-married, Not-in-family, White,32, Female
43,9, Divorced, Not-in-family, White,40, Female
48,13, Married-civ-spouse, Husband, White,40, Male
24,13, Never-married, Not-in-family, White,45, Male
54,10, Married-civ-spouse, Husband, White,40, Male
26,9, Married-civ-spouse, Husband, White,40, Male
53,13, Married-civ-spouse, Husband, White,40, Male
51,16, Married-civ-spouse, Husband, White,40, Male
54,14, Married-civ-spouse, Husband, White,44, Male
32,9, Married-civ-spouse, Husband, White,49, Male
46,9, Married-civ-spouse, Husband, Black,40, Male
60,13, Married-civ-spouse, Husband, White,12, Male
52,9, Divorced, Not-in-family, White,45, Female
44,9, Divorced, Not-in-family, White,40, Female
56,10, Married-civ-spouse, Husband, White,40, Male
57,9, Married-civ-spouse, Husband, White,40, Male
35,9, Never-married, Unmarried, Black,40, Female
30,12, Never-married, Not-in-family, White,40, Female
29,10, Never-married, Not-in-family, White,35, Male
49,13, Married-civ-spouse, Husband, White,66, Male
28,6, Never-married, Not-in-family, White,40, Male
30,10, Separated, Unmarried, Black,40, Female
45,9, Divorced, Not-in-family, White,40, Male
17,6, Never-married, Own-child, White,12, Male
54,6, Married-civ-spouse, Husband, White,40, Male
31,10, Married-civ-spouse, Husband, White,40, Male
54,16, Married-civ-spouse, Husband, White,50, Male
55,13, Married-civ-spouse, Husband, White,40, Male
26,12, Married-civ-spouse, Own-child, White,40, Female
37,5, Married-civ-spouse, Husband, White,50, Male
34,9, Divorced, Not-in-family, Amer-Indian-Eskimo,48, Male
38,13, Married-civ-spouse, Husband, White,40, Male
51,10, Married-civ-spouse, Husband, White,45, Male
41,9, Never-married, Not-in-family, Asian-Pac-Islander,60, Male
24,10, Never-married, Not-in-family, White,40, Male
56,13, Married-civ-spouse, Husband, White,50, Male
33,9, Never-married, Own-child, Asian-Pac-Islander,40, Male
31,6, Married-civ-spouse, Husband, White,40, Male
27,10, Never-married, Not-in-family, Black,50, Male
32,13, Married-civ-spouse, Other-relative, White,45, Male
35,12, Married-civ-spouse, Husband, White,40, Male
43,10, Married-civ-spouse, Husband, White,45, Male
40,9, Divorced, Unmarried, White,36, Female
19,9, Never-married, Own-child, White,53, Male
23,12, Never-married, Own-child, White,32, Male
40,9, Separated, Unmarried, White,40, Male
59,9, Divorced, Not-in-family, White,38, Male
43,9, Married-civ-spouse, Husband, White,40, Male
43,6, Married-civ-spouse, Husband, White,60, Male
53,9, Widowed, Not-in-family, White,40, Female
26,9, Married-civ-spouse, Husband, White,40, Male
68,10, Married-civ-spouse, Husband, White,20, Male
41,13, Married-civ-spouse, Husband, White,48, Male
32,9, Divorced, Unmarried, White,40, Male
25,13, Never-married, Not-in-family, White,40, Male
20,9, Never-married, Own-child, White,40, Male
22,10, Never-married, Not-in-family, White,15, Male
33,6, Married-civ-spouse, Husband, White,40, Male
26,10, Married-civ-spouse, Other-relative, White,40, Male
29,9, Never-married, Unmarried, Black,25, Female
20,9, Never-married, Own-child, White,23, Female
68,14, Married-civ-spouse, Husband, White,42, Male
58,10, Divorced, Unmarried, White,40, Female
32,9, Divorced, Not-in-family, White,40, Male
23,12, Never-married, Not-in-family, White,25, Female
30,5, Married-civ-spouse, Husband, White,40, Male
67,10, Married-civ-spouse, Husband, White,8, Male
26,12, Never-married, Unmarried, White,32, Female
53,9, Married-civ-spouse, Husband, White,35, Male
27,9, Married-civ-spouse, Husband, White,60, Male
29,10, Married-civ-spouse, Own-child, White,65, Male
38,16, Married-civ-spouse, Husband, White,40, Male
17,5, Never-married, Own-child, Black,40, Female
48,14, Married-civ-spouse, Husband, White,40, Male
52,10, Widowed, Unmarried, Black,40, Female
28,12, Married-civ-spouse, Wife, White,40, Female
18,10, Never-married, Own-child, White,15, Male
28,10, Divorced, Not-in-family, White,30, Male
34,10, Married-civ-spouse, Husband, White,40, Male
62,9, Married-civ-spouse, Husband, White,40, Male
46,3, Married-civ-spouse, Husband, White,40, Male
30,10, Divorced, Unmarried, White,40, Female
20,10, Never-married, Own-child, White,40, Male
29,9, Never-married, Not-in-family, White,50, Male
55,10, Married-civ-spouse, Husband, Black,25, Male
20,10, Never-married, Own-child, White,24, Male
54,6, Married-civ-spouse, Husband, Black,40, Male
27,6, Never-married, Not-in-family, White,30, Male
43,10, Never-married, Not-in-family, White,55, Male
17,6, Never-married, Own-child, White,40, Male
48,14, Divorced, Not-in-family, White,72, Male
34,13, Never-married, Own-child, White,40, Male
66,5, Married-civ-spouse, Husband, Black,40, Male
29,13, Never-married, Not-in-family, White,40, Female
43,10, Separated, Not-in-family, Black,40, Male
37,11, Divorced, Unmarried, White,40, Female
56,10, Married-civ-spouse, Husband, White,40, Male
58,6, Married-civ-spouse, Husband, White,40, Male
54,13, Married-civ-spouse, Husband, Black,40, Male
45,10, Separated, Not-in-family, White,41, Male
29,9, Married-civ-spouse, Husband, White,40, Male
26,12, Married-civ-spouse, Wife, White,40, Female
43,9, Married-civ-spouse, Husband, Black,40, Male
33,9, Married-civ-spouse, Husband, White,40, Male
45,10, Married-civ-spouse, Husband, White,42, Male
25,10, Never-married, Not-in-family, White,30, Male
25,9, Married-civ-spouse, Husband, White,40, Male
69,15, Divorced, Not-in-family, White,5, Male
37,12, Married-civ-spouse, Husband, White,40, Male
20,9, Never-married, Not-in-family, White,25, Male
39,14, Married-civ-spouse, Wife, White,24, Female
17,6, Never-married, Own-child, White,20, Female
27,9, Never-married, Own-child, White,40, Male
26,9, Never-married, Other-relative, Black,40, Female
55,3, Married-civ-spouse, Husband, White,40, Male
39,7, Married-civ-spouse, Husband, White,60, Male
41,9, Separated, Not-in-family, White,40, Female
34,2, Married-civ-spouse, Husband, White,40, Male
51,11, Married-civ-spouse, Husband, White,50, Male
67,16, Married-civ-spouse, Husband, Black,12, Male
40,10, Divorced, Own-child, White,40, Male
58,12, Married-civ-spouse, Husband, White,40, Male
23,9, Never-married, Not-in-family, White,40, Female
45,14, Married-civ-spouse, Husband, White,50, Male
51,13, Married-civ-spouse, Husband, White,50, Male
43,10, Divorced, Unmarried, White,40, Male
25,13, Never-married, Not-in-family, White,50, Female
36,13, Married-civ-spouse, Husband, White,40, Male
58,9, Married-civ-spouse, Husband, White,50, Male
33,9, Divorced, Not-in-family, White,40, Male
60,11, Married-civ-spouse, Husband, White,40, Male
24,9, Never-married, Own-child, Asian-Pac-Islander,40, Male
45,9, Divorced, Not-in-family, White,46, Female
49,9, Divorced, Not-in-family, White,40, Female
19,8, Never-married, Not-in-family, White,40, Female
34,10, Married-spouse-absent, Unmarried, Asian-Pac-Islander,38, Female
42,13, Divorced, Not-in-family, White,40, Male
25,9, Never-married, Not-in-family, White,50, Female
73,9, Married-civ-spouse, Husband, White,15, Male
59,3, Married-civ-spouse, Husband, White,15, Male
28,9, Married-civ-spouse, Husband, White,40, Male
19,7, Never-married, Other-relative, White,30, Male
31,13, Never-married, Not-in-family, White,40, Female
58,13, Never-married, Not-in-family, White,48, Male
21,9, Never-married, Own-child, White,13, Male
47,9, Married-civ-spouse, Husband, White,50, Male
30,13, Never-married, Not-in-family, White,40, Male
41,4, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
59,6, Divorced, Not-in-family, White,40, Female
43,10, Separated, Unmarried, White,51, Male
48,9, Separated, Not-in-family, White,40, Female
44,13, Married-civ-spouse, Husband, White,50, Male
44,10, Never-married, Not-in-family, Black,40, Female
24,13, Never-married, Own-child, Black,40, Female
28,9, Married-civ-spouse, Husband, White,43, Male
50,9, Married-spouse-absent, Unmarried, White,10, Female
33,10, Married-civ-spouse, Husband, White,40, Male
23,13, Never-married, Other-relative, White,50, Female
30,9, Never-married, Own-child, White,40, Male
46,6, Married-civ-spouse, Husband, White,40, Male
21,10, Never-married, Own-child, White,10, Male
52,5, Separated, Not-in-family, Black,30, Female
26,13, Never-married, Not-in-family, White,50, Male
27,13, Never-married, Not-in-family, White,12, Male
28,7, Never-married, Unmarried, White,40, Female
50,13, Married-civ-spouse, Husband, White,60, Male
28,9, Married-civ-spouse, Husband, White,35, Male
61,7, Married-civ-spouse, Husband, White,20, Male
32,4, Separated, Unmarried, White,35, Female
30,10, Never-married, Not-in-family, White,40, Male
51,13, Divorced, Not-in-family, White,40, Female
40,10, Never-married, Not-in-family, White,40, Male
36,9, Never-married, Not-in-family, White,70, Male
28,10, Divorced, Other-relative, Black,24, Male
49,12, Married-civ-spouse, Husband, White,45, Male
61,4, Married-civ-spouse, Husband, White,30, Male
41,13, Married-civ-spouse, Husband, White,60, Male
55,9, Widowed, Unmarried, White,30, Female
36,13, Married-civ-spouse, Wife, White,40, Female
21,10, Never-married, Own-child, White,40, Female
57,10, Married-civ-spouse, Husband, White,45, Male
49,15, Married-civ-spouse, Husband, White,37, Male
59,7, Married-civ-spouse, Husband, White,40, Male
41,10, Separated, Not-in-family, White,80, Male
59,10, Married-civ-spouse, Husband, White,40, Male
20,9, Never-married, Own-child, White,25, Male
42,10, Divorced, Not-in-family, Black,40, Female
41,14, Divorced, Unmarried, White,60, Female
45,13, Married-civ-spouse, Husband, White,50, Male
36,9, Never-married, Other-relative, Asian-Pac-Islander,40, Female
42,12, Married-civ-spouse, Wife, White,45, Female
25,13, Married-civ-spouse, Husband, White,40, Male
45,9, Married-civ-spouse, Husband, White,40, Male
58,9, Married-civ-spouse, Husband, White,40, Male
39,9, Married-civ-spouse, Husband, White,40, Male
34,9, Married-civ-spouse, Husband, White,40, Male
22,10, Never-married, Not-in-family, White,40, Male
44,9, Divorced, Not-in-family, White,50, Male
53,10, Widowed, Unmarried, White,40, Female
22,12, Never-married, Not-in-family, Black,40, Male
27,5, Married-civ-spouse, Husband, White,40, Male
60,9, Separated, Not-in-family, White,25, Female
46,13, Married-civ-spouse, Husband, White,40, Male
56,15, Married-civ-spouse, Husband, White,40, Male
36,13, Never-married, Not-in-family, White,40, Male
56,9, Divorced, Unmarried, White,32, Female
35,10, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
29,13, Married-civ-spouse, Husband, White,70, Male
19,6, Never-married, Own-child, White,39, Male
38,9, Married-civ-spouse, Husband, White,40, Male
40,10, Married-civ-spouse, Husband, White,40, Male
